prs,sp_name,linkage_name,temp_file
both,"acquire_retire",_ZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPNS0_15block_allocator5blockEE4NodeESt14default_deleteIS7_ELm1EEC2ES9_,./parlay/internal/concurrency/acquire_retire.h
both,"~acquire_retire",_ZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPNS0_15block_allocator5blockEE4NodeESt14default_deleteIS7_ELm1EED2Ev,./parlay/internal/concurrency/acquire_retire.h
both,"~unique_ptr",_ZNSt10unique_ptrIA_N6parlay6paddedImLm128EvEESt14default_deleteIS3_EED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unique_ptr.h
both,"~unique_ptr",_ZNSt10unique_ptrIA_N6parlay6paddedISt6vectorIPNS0_8internal12hazptr_stackIPNS3_15block_allocator5blockEE4NodeESaISA_EELm128EvEESt14default_deleteISE_EED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unique_ptr.h
both,"~unique_ptr",_ZNSt10unique_ptrIA_N6parlay6paddedIbLm128EvEESt14default_deleteIS3_EED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unique_ptr.h
both,"~unique_ptr",_ZNSt10unique_ptrIA_N6parlay6paddedISt6atomicIPNS0_8internal12hazptr_stackIPNS3_15block_allocator5blockEE4NodeEELm128EvEESt14default_deleteISD_EED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unique_ptr.h
both,"acquire_retire",_ZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPvE4NodeESt14default_deleteIS5_ELm1EEC2ES7_,./parlay/internal/concurrency/acquire_retire.h
both,"~acquire_retire",_ZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPvE4NodeESt14default_deleteIS5_ELm1EED2Ev,./parlay/internal/concurrency/acquire_retire.h
both,"~unique_ptr",_ZNSt10unique_ptrIA_N6parlay6paddedISt6vectorIPNS0_8internal12hazptr_stackIPvE4NodeESaIS8_EELm128EvEESt14default_deleteISC_EED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unique_ptr.h
both,"~unique_ptr",_ZNSt10unique_ptrIA_N6parlay6paddedISt6atomicIPNS0_8internal12hazptr_stackIPvE4NodeEELm128EvEESt14default_deleteISB_EED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unique_ptr.h
both,"parallel_for<(lambda at ./parlay/sequence.h:541:24)>",_ZN6parlay12parallel_forIZNS_8sequenceIbNS_9allocatorIbEELb0EE15initialize_fillEmRKbEUlmE_EEvmmT_lb,./parlay/internal/scheduler_plugins/opencilk.h
defdac,"get_begin_block",_ZN6parlay8internal7delayed19block_delayed_zip_tIJRNS1_20block_delayed_scan_tIRNS_16delayed_sequenceISt4pairIllES6_ZNS_10map_tokensIRNS_8sequenceIcNS_9allocatorIcEELb1EEERZ10wordCountsRKSB_bE3$_1Z10wordCountsSE_bE3$_2EEDaOT_OT0_OT1_EUlmE1_EELb0EZNS7_ISC_SG_SH_EEDaSJ_SL_SN_EUlS6_S6_E_S6_EENS4_ImmZNS_4iotaImEEDaSI_EUlmE_EEEE15get_begin_blockEm,./parlay/internal/delayed/zip.h
defdac,"scan_serial<parlay::slice<std::pair<long, long> *, std::pair<long, long> *>, parlay::slice<std::pair<long, long> *, std::pair<long, long> *>, parlay::monoid<(lambda at ./parlay/primitives.h:1091:12), std::pair<long, long>, void> &>",_ZN6parlay8internal11scan_serialINS_5sliceIPSt4pairIllES5_EES6_RNS_6monoidIZNS_10map_tokensIRNS_8sequenceIcNS_9allocatorIcEELb1EEERZ10wordCountsRKSC_bE3$_1Z10wordCountsSF_bE3$_2EEDaOT_OT0_OT1_EUlS4_S4_E_S4_vEEEEDaRKSJ_SL_SO_NS_13type_identityIDtsr3std18remove_reference_tISN_EE8identityEE4typeEjb,./parlay/internal/delayed/../sequence_ops.h
defef,"report",_ZN5timer6reportEdNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE,./common/get_time.h
both,"pop",_ZN6parlay8internal12hazptr_stackIPvE3popEv,./parlay/internal/concurrency/hazptr_stack.h
both,"get_list",_ZN6parlay8internal15block_allocator8get_listEv,./parlay/internal/block_allocator.h
both,"pop",_ZN6parlay8internal12hazptr_stackIPNS0_15block_allocator5blockEE3popEv,./parlay/internal/concurrency/hazptr_stack.h
both,"push",_ZN6parlay8internal12hazptr_stackIPSt4byteE4pushES3_,./parlay/internal/concurrency/hazptr_stack.h
both,"parallel_for<(lambda at ./parlay/internal/block_allocator.h:86:39)>",_ZN6parlay12parallel_forIZNKS_8internal15block_allocator15initialize_listEPSt4byteEUlmE_EEvmmT_lb,./parlay/internal/scheduler_plugins/opencilk.h
both,"acquire_retire",_ZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPSt4byteE4NodeESt14default_deleteIS6_ELm1EEC2ES8_,./parlay/internal/concurrency/acquire_retire.h
both,"~acquire_retire",_ZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPSt4byteE4NodeESt14default_deleteIS6_ELm1EED2Ev,./parlay/internal/concurrency/acquire_retire.h
both,"~unique_ptr",_ZNSt10unique_ptrIA_N6parlay6paddedISt6vectorIPNS0_8internal12hazptr_stackIPSt4byteE4NodeESaIS9_EELm128EvEESt14default_deleteISD_EED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unique_ptr.h
both,"~unique_ptr",_ZNSt10unique_ptrIA_N6parlay6paddedISt6atomicIPNS0_8internal12hazptr_stackIPSt4byteE4NodeEELm128EvEESt14default_deleteISC_EED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unique_ptr.h
both,"retire<parlay::internal::hazptr_stack<parlay::internal::block_allocator::block *>::Node *>",_ZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPNS0_15block_allocator5blockEE4NodeESt14default_deleteIS7_ELm1EE6retireIPS7_EEvT_,./parlay/internal/concurrency/acquire_retire.h
both,"work_toward_ejects",_ZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPNS0_15block_allocator5blockEE4NodeESt14default_deleteIS7_ELm1EE18work_toward_ejectsEm,./parlay/internal/concurrency/acquire_retire.h
both,"_M_insert_multi_node",_ZNSt10_HashtableIPN6parlay8internal12hazptr_stackIPNS1_15block_allocator5blockEE4NodeES8_SaIS8_ENSt8__detail9_IdentityESt8equal_toIS8_ESt4hashIS8_ENSA_18_Mod_range_hashingENSA_20_Default_ranged_hashENSA_20_Prime_rehash_policyENSA_17_Hashtable_traitsILb0ELb1ELb0EEEE20_M_insert_multi_nodeEPNSA_10_Hash_nodeIS8_Lb0EEEmSO_,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/hashtable.h
both,"__find_if<__gnu_cxx::__normal_iterator<parlay::internal::hazptr_stack<parlay::internal::block_allocator::block *>::Node **, std::vector<parlay::internal::hazptr_stack<parlay::internal::block_allocator::block *>::Node *, std::allocator<parlay::internal::hazptr_stack<parlay::internal::block_allocator::block *>::Node *> > >, __gnu_cxx::__ops::_Iter_pred<(lambda at ./parlay/internal/concurrency/acquire_retire.h:124:16)> >",_ZSt9__find_ifIN9__gnu_cxx17__normal_iteratorIPPN6parlay8internal12hazptr_stackIPNS3_15block_allocator5blockEE4NodeESt6vectorISA_SaISA_EEEENS0_5__ops10_Iter_predIZNS3_14acquire_retireIS9_St14default_deleteIS9_ELm1EE18work_toward_ejectsEmEUlT_E0_EEESM_SM_SM_T0_St26random_access_iterator_tag,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/stl_algobase.h
both,"_M_range_insert<__gnu_cxx::__normal_iterator<parlay::internal::hazptr_stack<parlay::internal::block_allocator::block *>::Node **, std::vector<parlay::internal::hazptr_stack<parlay::internal::block_allocator::block *>::Node *, std::allocator<parlay::internal::hazptr_stack<parlay::internal::block_allocator::block *>::Node *> > > >",_ZNSt6vectorIPN6parlay8internal12hazptr_stackIPNS1_15block_allocator5blockEE4NodeESaIS8_EE15_M_range_insertIN9__gnu_cxx17__normal_iteratorIPS8_SA_EEEEvSF_T_SG_St20forward_iterator_tag,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/vector.tcc
both,"~unordered_multiset",_ZNSt18unordered_multisetIPN6parlay8internal12hazptr_stackIPNS1_15block_allocator5blockEE4NodeESt4hashIS8_ESt8equal_toIS8_ESaIS8_EED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unordered_set.h
both,"operator()<parlay::internal::hazptr_stack<parlay::internal::block_allocator::block *>::Node *>",_ZZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPNS0_15block_allocator5blockEE4NodeESt14default_deleteIS7_ELm1EE18work_toward_ejectsEmENKUlT_E0_clIPS7_EEDaSB_,./parlay/internal/concurrency/acquire_retire.h
both,"_M_rehash_aux",_ZNSt10_HashtableIPN6parlay8internal12hazptr_stackIPNS1_15block_allocator5blockEE4NodeES8_SaIS8_ENSt8__detail9_IdentityESt8equal_toIS8_ESt4hashIS8_ENSA_18_Mod_range_hashingENSA_20_Default_ranged_hashENSA_20_Prime_rehash_policyENSA_17_Hashtable_traitsILb0ELb1ELb0EEEE13_M_rehash_auxEmSt17integral_constantIbLb0EE,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/hashtable.h
both,"retire<parlay::internal::hazptr_stack<void *>::Node *>",_ZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPvE4NodeESt14default_deleteIS5_ELm1EE6retireIPS5_EEvT_,./parlay/internal/concurrency/acquire_retire.h
both,"work_toward_ejects",_ZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPvE4NodeESt14default_deleteIS5_ELm1EE18work_toward_ejectsEm,./parlay/internal/concurrency/acquire_retire.h
both,"_M_insert_multi_node",_ZNSt10_HashtableIPN6parlay8internal12hazptr_stackIPvE4NodeES6_SaIS6_ENSt8__detail9_IdentityESt8equal_toIS6_ESt4hashIS6_ENS8_18_Mod_range_hashingENS8_20_Default_ranged_hashENS8_20_Prime_rehash_policyENS8_17_Hashtable_traitsILb0ELb1ELb0EEEE20_M_insert_multi_nodeEPNS8_10_Hash_nodeIS6_Lb0EEEmSM_,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/hashtable.h
both,"__find_if<__gnu_cxx::__normal_iterator<parlay::internal::hazptr_stack<void *>::Node **, std::vector<parlay::internal::hazptr_stack<void *>::Node *, std::allocator<parlay::internal::hazptr_stack<void *>::Node *> > >, __gnu_cxx::__ops::_Iter_pred<(lambda at ./parlay/internal/concurrency/acquire_retire.h:124:16)> >",_ZSt9__find_ifIN9__gnu_cxx17__normal_iteratorIPPN6parlay8internal12hazptr_stackIPvE4NodeESt6vectorIS8_SaIS8_EEEENS0_5__ops10_Iter_predIZNS3_14acquire_retireIS7_St14default_deleteIS7_ELm1EE18work_toward_ejectsEmEUlT_E0_EEESK_SK_SK_T0_St26random_access_iterator_tag,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/stl_algobase.h
both,"_M_range_insert<__gnu_cxx::__normal_iterator<parlay::internal::hazptr_stack<void *>::Node **, std::vector<parlay::internal::hazptr_stack<void *>::Node *, std::allocator<parlay::internal::hazptr_stack<void *>::Node *> > > >",_ZNSt6vectorIPN6parlay8internal12hazptr_stackIPvE4NodeESaIS6_EE15_M_range_insertIN9__gnu_cxx17__normal_iteratorIPS6_S8_EEEEvSD_T_SE_St20forward_iterator_tag,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/vector.tcc
both,"~unordered_multiset",_ZNSt18unordered_multisetIPN6parlay8internal12hazptr_stackIPvE4NodeESt4hashIS6_ESt8equal_toIS6_ESaIS6_EED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unordered_set.h
both,"operator()<parlay::internal::hazptr_stack<void *>::Node *>",_ZZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPvE4NodeESt14default_deleteIS5_ELm1EE18work_toward_ejectsEmENKUlT_E0_clIPS5_EEDaS9_,./parlay/internal/concurrency/acquire_retire.h
both,"_M_rehash_aux",_ZNSt10_HashtableIPN6parlay8internal12hazptr_stackIPvE4NodeES6_SaIS6_ENSt8__detail9_IdentityESt8equal_toIS6_ESt4hashIS6_ENS8_18_Mod_range_hashingENS8_20_Default_ranged_hashENS8_20_Prime_rehash_policyENS8_17_Hashtable_traitsILb0ELb1ELb0EEEE13_M_rehash_auxEmSt17integral_constantIbLb0EE,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/hashtable.h
both,"default_allocator_sizes",_ZN6parlay8internal23default_allocator_sizesEv,./parlay/internal/../alloc.h
both,"pool_allocator",_ZN6parlay8internal14pool_allocatorC2ERKSt6vectorImSaImEE,./parlay/internal/pool_allocator.h
both,"~pool_allocator",_ZN6parlay8internal14pool_allocatorD2Ev,./parlay/internal/pool_allocator.h
both,"parallel_for<(lambda at ./parlay/internal/delayed/../../utilities.h:517:28)>",_ZN6parlay12parallel_forIZNS_8internal20unique_array_deleterINS1_15block_allocatorEEclEPS3_EUlmE_EEvmmT_lb,./parlay/internal/scheduler_plugins/opencilk.h
both,"~unique_ptr",_ZNSt10unique_ptrIA_N6parlay8internal15block_allocatorENS1_20unique_array_deleterIS2_EEED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unique_ptr.h
both,"~unique_ptr",_ZNSt10unique_ptrIA_N6parlay8internal12hazptr_stackIPvEESt14default_deleteIS5_EED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unique_ptr.h
both,"~unique_ptr",_ZNSt10unique_ptrIA_mSt14default_deleteIS0_EED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unique_ptr.h
defdac,"~block_allocator",_ZN6parlay8internal15block_allocatorD2Ev,./parlay/internal/block_allocator.h
defdac,"clear",_ZN6parlay8internal15block_allocator5clearEv,./parlay/internal/block_allocator.h
defdac,"~unique_ptr",_ZNSt10unique_ptrIA_N6parlay8internal15block_allocator10local_listESt14default_deleteIS4_EED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unique_ptr.h
defdac,"~hazptr_stack",_ZN6parlay8internal12hazptr_stackIPNS0_15block_allocator5blockEED2Ev,./parlay/internal/concurrency/hazptr_stack.h
defdac,"~hazptr_stack",_ZN6parlay8internal12hazptr_stackIPSt4byteED2Ev,./parlay/internal/concurrency/hazptr_stack.h
defdac,"size",_ZNK6parlay8internal12hazptr_stackIPNS0_15block_allocator5blockEE4sizeEv,./parlay/internal/concurrency/hazptr_stack.h
defdac,"pop",_ZN6parlay8internal12hazptr_stackIPSt4byteE3popEv,./parlay/internal/concurrency/hazptr_stack.h
defdac,"retire<parlay::internal::hazptr_stack<std::byte *>::Node *>",_ZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPSt4byteE4NodeESt14default_deleteIS6_ELm1EE6retireIPS6_EEvT_,./parlay/internal/concurrency/acquire_retire.h
defdac,"work_toward_ejects",_ZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPSt4byteE4NodeESt14default_deleteIS6_ELm1EE18work_toward_ejectsEm,./parlay/internal/concurrency/acquire_retire.h
defdac,"_M_insert_multi_node",_ZNSt10_HashtableIPN6parlay8internal12hazptr_stackIPSt4byteE4NodeES7_SaIS7_ENSt8__detail9_IdentityESt8equal_toIS7_ESt4hashIS7_ENS9_18_Mod_range_hashingENS9_20_Default_ranged_hashENS9_20_Prime_rehash_policyENS9_17_Hashtable_traitsILb0ELb1ELb0EEEE20_M_insert_multi_nodeEPNS9_10_Hash_nodeIS7_Lb0EEEmSN_,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/hashtable.h
defdac,"__find_if<__gnu_cxx::__normal_iterator<parlay::internal::hazptr_stack<std::byte *>::Node **, std::vector<parlay::internal::hazptr_stack<std::byte *>::Node *, std::allocator<parlay::internal::hazptr_stack<std::byte *>::Node *> > >, __gnu_cxx::__ops::_Iter_pred<(lambda at ./parlay/internal/concurrency/acquire_retire.h:124:16)> >",_ZSt9__find_ifIN9__gnu_cxx17__normal_iteratorIPPN6parlay8internal12hazptr_stackIPSt4byteE4NodeESt6vectorIS9_SaIS9_EEEENS0_5__ops10_Iter_predIZNS3_14acquire_retireIS8_St14default_deleteIS8_ELm1EE18work_toward_ejectsEmEUlT_E0_EEESL_SL_SL_T0_St26random_access_iterator_tag,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/stl_algobase.h
defdac,"_M_range_insert<__gnu_cxx::__normal_iterator<parlay::internal::hazptr_stack<std::byte *>::Node **, std::vector<parlay::internal::hazptr_stack<std::byte *>::Node *, std::allocator<parlay::internal::hazptr_stack<std::byte *>::Node *> > > >",_ZNSt6vectorIPN6parlay8internal12hazptr_stackIPSt4byteE4NodeESaIS7_EE15_M_range_insertIN9__gnu_cxx17__normal_iteratorIPS7_S9_EEEEvSE_T_SF_St20forward_iterator_tag,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/vector.tcc
defdac,"~unordered_multiset",_ZNSt18unordered_multisetIPN6parlay8internal12hazptr_stackIPSt4byteE4NodeESt4hashIS7_ESt8equal_toIS7_ESaIS7_EED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unordered_set.h
defdac,"operator()<parlay::internal::hazptr_stack<std::byte *>::Node *>",_ZZN6parlay8internal14acquire_retireINS0_12hazptr_stackIPSt4byteE4NodeESt14default_deleteIS6_ELm1EE18work_toward_ejectsEmENKUlT_E0_clIPS6_EEDaSA_,./parlay/internal/concurrency/acquire_retire.h
defdac,"_M_rehash_aux",_ZNSt10_HashtableIPN6parlay8internal12hazptr_stackIPSt4byteE4NodeES7_SaIS7_ENSt8__detail9_IdentityESt8equal_toIS7_ESt4hashIS7_ENS9_18_Mod_range_hashingENS9_20_Default_ranged_hashENS9_20_Prime_rehash_policyENS9_17_Hashtable_traitsILb0ELb1ELb0EEEE13_M_rehash_auxEmSt17integral_constantIbLb0EE,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/hashtable.h
both,"make_unique<parlay::internal::hazptr_stack<void *>[]>",_ZSt11make_uniqueIA_N6parlay8internal12hazptr_stackIPvEEENSt8__detail9_MakeUniqIT_E7__arrayEm,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/unique_ptr.h
both,"parallel_for<(lambda at ./parlay/internal/delayed/../../utilities.h:552:22)>",_ZN6parlay12parallel_forIZNS_17make_unique_arrayINS_8internal15block_allocatorEZNS2_14pool_allocatorC1ERKSt6vectorImSaImEEEUlmE_EEDamT0_EUlmE_EEvmmT_lb,./parlay/internal/scheduler_plugins/opencilk.h
both,"block_allocator",_ZN6parlay8internal15block_allocatorC2Emmmmm,./parlay/internal/block_allocator.h
both,"parallel_for<(lambda at ./parlay/internal/block_allocator.h:124:32)>",_ZN6parlay12parallel_forIZNS_8internal15block_allocator7reserveEmEUlmE_EEvmmT_lb,./parlay/internal/scheduler_plugins/opencilk.h
untouched,"",_GLOBAL__sub_I_wcTime.C,../bench/wcTime.C
both,"~basic_string",_ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/bits/basic_string.h
untouched,"readStringFromFile",_ZN7benchIO18readStringFromFileEPKc,../bench/common/IO.h
untouched,"basic_ifstream",_ZNSt14basic_ifstreamIcSt11char_traitsIcEEC1EPKcSt13_Ios_Openmode,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/fstream
defef,"operator<<<std::char_traits<char> >",_ZStlsISt11char_traitsIcEERSt13basic_ostreamIcT_ES5_PKc,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/ostream
defef,"endl<char, std::char_traits<char> >",_ZSt4endlIcSt11char_traitsIcEERSt13basic_ostreamIT_T0_ES6_,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/ostream
defef,"initialize_fill",_ZN6parlay8sequenceIcNS_9allocatorIcEELb1EE15initialize_fillEmRKc,../bench/parlay/sequence.h
defef,"~basic_filebuf",_ZNSt13basic_filebufIcSt11char_traitsIcEED2Ev,ece/project/seth_group/ziqiliu/GCC-12.2.0/lib/gcc/x86_64-linux-gnu/12.2.0/../../../../include/c++/12.2.0/fstream
